country;category;USD
Ethiopia;CROSS-SECTORIAL;700000000
Ethiopia;WATER RESOURCES;30000000
Ethiopia;EARLY WARNING SYSTEM AND DISASTER MANAGEMENT;10000000
Ethiopia;INSURANCE;8000000
Ethiopia;HEALTH;6000000
Ethiopia;TERRESTRIAL ECOSYSTEMS;5000000
Ethiopia;EDUCATION/ CAPACITY BUILDING;3000000
Ethiopia;FOOD SECURITY;2000000
Ethiopia;INFRASTRUCTURE;2000000
Ethiopia;TERRESTRIAL ECOSYSTEMS;2000000
Ethiopia;TERRESTRIAL ECOSYSTEMS;1000000
