Person,Year,Arena,Event,Name_ID,Participations Count,name,title_as_cop_participant,name_in_cop_partitipants_list,attended_cops_from_participants_list,country,filename,Words count,Key
Amadou Dia,2009,Cop Side Event,2009_Cop Side Event,amadou dia,2,Amadou Dia,M.,M. Amadou Dia,1,,,2,Amadou Dia|2009|Cop Side Event
Amadou Thierno Gaye,2007,IPCC,2007_IPCC,amadou thierno gaye,1,Amadou Thierno Gaye,M.,M. Amadou Thierno Gaye,1,,,3,Amadou Thierno Gaye|2007|IPCC
Amanda Katili Niode,2010,Cop Side Event,2010_Cop Side Event,amanda katili niode,2,Amanda Katili Niode,Ms.,Ms. Amanda Katili Niode,6,,FCCC-SBI-2013-20,3,Amanda Katili Niode|2010|Cop Side Event
Amanda Katili Niode,2013,SBI,2013_SBI,amanda katili niode,2,Amanda Katili Niode,Ms.,Ms. Amanda Katili Niode,6,,FCCC-SBI-2013-20,3,Amanda Katili Niode|2013|SBI
Amanda Vockerodt,2003,Cop Side Event,2003_Cop Side Event,amanda vockerodt,2,Amanda Vockerodt,Ms.,Ms. Amanda Vockerodt,7,,,2,Amanda Vockerodt|2003|Cop Side Event
Amanda Vockerodt,2007,Cop Side Event,2007_Cop Side Event,amanda vockerodt,2,Amanda Vockerodt,Ms.,Ms. Amanda Vockerodt,7,,,2,Amanda Vockerodt|2007|Cop Side Event
Amara Possian,2011,Cop Side Event,2011_Cop Side Event,amara possian,1,Amara Possian,Ms.,Ms. Amara Possian,2,,,2,Amara Possian|2011|Cop Side Event
Amber Childress,2010,Cop Side Event,2010_Cop Side Event,amber childress,1,Amber Childress,Ms.,Ms. Amber Childress,1,,,2,Amber Childress|2010|Cop Side Event
Amber Church,2010,Cop Side Event,2010_Cop Side Event,amber church,1,Amber Church,Ms.,Ms. Amber Church,1,,,2,Amber Church|2010|Cop Side Event
Aminu Zakari,2011,Cop Side Event,2011_Cop Side Event,aminu zakari,1,Aminu Zakari,Mr.,Mr. Aminu Zakari,3,,,2,Aminu Zakari|2011|Cop Side Event
Amir H. Delju,2005,Cop Side Event,2005_Cop Side Event,amir h. delju,4,Amir H. Delju,Mr.,Mr. Amir H. Delju,4,,,3,Amir H. Delju|2005|Cop Side Event
Amir H. Delju,2007,Cop Side Event,2007_Cop Side Event,amir h. delju,4,Amir H. Delju,Mr.,Mr. Amir H. Delju,4,,,3,Amir H. Delju|2007|Cop Side Event
Amir H. Delju,2009,Cop Side Event,2009_Cop Side Event,amir h. delju,4,Amir H. Delju,Mr.,Mr. Amir H. Delju,4,,,3,Amir H. Delju|2009|Cop Side Event
Amir H. Delju,2011,Cop Side Event,2011_Cop Side Event,amir h. delju,4,Amir H. Delju,Mr.,Mr. Amir H. Delju,4,,,3,Amir H. Delju|2011|Cop Side Event
Amjad Abdulla,2004,SBSTA,2004_SBSTA,amjad abdulla,14,Amjad Abdulla,Mr.,Mr. Amjad Abdulla,10,,FCCC_SBSTA_2004_13(2),2,Amjad Abdulla|2004|SBSTA
Amjad Abdulla,2005,SBSTA,2005_SBSTA,amjad abdulla,14,Amjad Abdulla,Mr.,Mr. Amjad Abdulla,10,,FCCC_SBSTA_2004_13(2),2,Amjad Abdulla|2005|SBSTA
Amjad Abdulla,2006,SBSTA,2006_SBSTA,amjad abdulla,14,Amjad Abdulla,Mr.,Mr. Amjad Abdulla,10,,FCCC_SBSTA_2004_13(2),2,Amjad Abdulla|2006|SBSTA
Amjad Abdulla,2007,SBI,2007_SBI,amjad abdulla,14,Amjad Abdulla,Mr.,Mr. Amjad Abdulla,10,,FCCC_SBSTA_2004_13(2),2,Amjad Abdulla|2007|SBI
Amjad Abdulla,2008,SBI,2008_SBI,amjad abdulla,14,Amjad Abdulla,Mr.,Mr. Amjad Abdulla,10,,FCCC_SBSTA_2004_13(2),2,Amjad Abdulla|2008|SBI
Amjad Abdulla,2012,Adaption Committee,2012_Adaption Committee,amjad abdulla,14,Amjad Abdulla,Mr.,Mr. Amjad Abdulla,10,,FCCC_SBSTA_2004_13(2),2,Amjad Abdulla|2012|Adaption Committee
Amjad Abdulla,2012,SBI,2012_SBI,amjad abdulla,14,Amjad Abdulla,Mr.,Mr. Amjad Abdulla,10,,FCCC_SBSTA_2004_13(2),2,Amjad Abdulla|2012|SBI
Amjad Abdulla,2013,SBI,2013_SBI,amjad abdulla,14,Amjad Abdulla,Mr.,Mr. Amjad Abdulla,10,,FCCC_SBSTA_2004_13(2),2,Amjad Abdulla|2013|SBI
Amnat Chidthaisong,2007,IPCC,2007_IPCC,amnat chidthaisong,1,Amnat Chidthaisong,Mr.,Mr. Amnat Chidthaisong,3,,,2,Amnat Chidthaisong|2007|IPCC
Amrei Horstbrink,2011,Cop Side Event,2011_Cop Side Event,amrei horstbrink,2,Amrei Horstbrink,Ms.,Ms. Amrei Horstbrink,3,,,2,Amrei Horstbrink|2011|Cop Side Event
Amrei Horstbrink,2012,Cop Side Event,2012_Cop Side Event,amrei horstbrink,2,Amrei Horstbrink,Ms.,Ms. Amrei Horstbrink,3,,,2,Amrei Horstbrink|2012|Cop Side Event
Amr Nour,2009,Cop Side Event,2009_Cop Side Event,amr nour,1,Amr Nour,Mr.,Mr. Amr Nour,1,,,2,Amr Nour|2009|Cop Side Event
Amy Cutter,2012,Cop Side Event,2012_Cop Side Event,amy cutter,1,Amy Cutter,Ms.,Ms. Amy Cutter,1,,,2,Amy Cutter|2012|Cop Side Event
Amy Royden,2011,Cop Side Event,2011_Cop Side Event,amy royden,1,Amy ROYDEN,Ms.,Ms. Amy ROYDEN,1,,,2,Amy ROYDEN|2011|Cop Side Event
Amy Royden-bloom,2011,Cop Side Event,2011_Cop Side Event,amy royden-bloom,1,Amy Royden-Bloom,Ms.,Ms. Amy Royden-Bloom,2,,,2,Amy Royden-Bloom|2011|Cop Side Event
Amy Sullivan,2007,Cop Side Event,2007_Cop Side Event,amy sullivan,1,Amy Sullivan,Ms.,Ms. Amy Sullivan,4,,,2,Amy Sullivan|2007|Cop Side Event
Ana Belen Sanchez,2009,Cop Side Event,2009_Cop Side Event,ana belen sanchez,1,Ana Belen Sanchez,Sra.,Sra. Ana Belen Sanchez,1,,,3,Ana Belen Sanchez|2009|Cop Side Event
Anabella Rosemberg,2008,Cop Side Event,2008_Cop Side Event,anabella rosemberg,5,Anabella ROSEMBERG,Sra.,Sra. Anabella ROSEMBERG,4,,,2,Anabella ROSEMBERG|2008|Cop Side Event
Anabella Rosemberg,2009,Cop Side Event,2009_Cop Side Event,anabella rosemberg,5,Anabella ROSEMBERG,Sra.,Sra. Anabella ROSEMBERG,4,,,2,Anabella ROSEMBERG|2009|Cop Side Event
Anabella Rosemberg,2010,Cop Side Event,2010_Cop Side Event,anabella rosemberg,5,Anabella ROSEMBERG,Sra.,Sra. Anabella ROSEMBERG,4,,,2,Anabella ROSEMBERG|2010|Cop Side Event
Anabella Rosemberg,2011,Cop Side Event,2011_Cop Side Event,anabella rosemberg,5,Anabella ROSEMBERG,Sra.,Sra. Anabella ROSEMBERG,4,,,2,Anabella ROSEMBERG|2011|Cop Side Event
Anabella Rosemberg,2012,Cop Side Event,2012_Cop Side Event,anabella rosemberg,5,Anabella ROSEMBERG,Sra.,Sra. Anabella ROSEMBERG,4,,,2,Anabella ROSEMBERG|2012|Cop Side Event
Ana Filippini,2007,Cop Side Event,2007_Cop Side Event,ana filippini,1,Ana FILIPPINI,Sra.,Sra. Ana FILIPPINI,2,,,2,Ana FILIPPINI|2007|Cop Side Event
Ana Fornells De Frutos,2010,SBI,2010_SBI,ana fornells de frutos,6,Ana Fornells de Frutos,Sra.,Sra. Ana Fornells de Frutos,4,,FCCC-SBI-2011-17,4,Ana Fornells de Frutos|2010|SBI
Ana Fornells De Frutos,2011,SBI,2011_SBI,ana fornells de frutos,6,Ana Fornells de Frutos,Sra.,Sra. Ana Fornells de Frutos,4,,FCCC-SBI-2011-17,4,Ana Fornells de Frutos|2011|SBI
Ana Fornells De Frutos,2012,SBI,2012_SBI,ana fornells de frutos,6,Ana Fornells de Frutos,Sra.,Sra. Ana Fornells de Frutos,4,,FCCC-SBI-2011-17,4,Ana Fornells de Frutos|2012|SBI
Ana Fornells De Frutos,2013,SBI,2013_SBI,ana fornells de frutos,6,Ana Fornells de Frutos,Sra.,Sra. Ana Fornells de Frutos,4,,FCCC-SBI-2011-17,4,Ana Fornells de Frutos|2013|SBI
Ana Maria Danila,2013,Consultative group of experts,2013_Consultative group of experts,ana maria danila,1,Ana Maria Danila,Ms.,Ms. Ana Maria Danila,1,,,3,Ana Maria Danila|2013|Consultative group of experts
Ana Maria Kleymeyer,2008,SBI,2008_SBI,ana maria kleymeyer,3,Ana Maria Kleymeyer,Sra.,Sra. Ana Maria Kleymeyer,4,,FCCC-SBI-2008-08,3,Ana Maria Kleymeyer|2008|SBI
Ana Maria Kleymeyer,2009,Cop Side Event,2009_Cop Side Event,ana maria kleymeyer,3,Ana Maria Kleymeyer,Sra.,Sra. Ana Maria Kleymeyer,4,,FCCC-SBI-2008-08,3,Ana Maria Kleymeyer|2009|Cop Side Event
Ana Maria Kleymeyer,2010,Cop Side Event,2010_Cop Side Event,ana maria kleymeyer,3,Ana Maria Kleymeyer,Sra.,Sra. Ana Maria Kleymeyer,4,,FCCC-SBI-2008-08,3,Ana Maria Kleymeyer|2010|Cop Side Event
Anant Sundaram,2012,Cop Side Event,2012_Cop Side Event,anant sundaram,1,Anant Sundaram,Ms.,Ms. Anant Sundaram,1,,,2,Anant Sundaram|2012|Cop Side Event
Ana Repac,2010,Cop Side Event,2010_Cop Side Event,ana repac,1,Ana Repac,Ms.,Ms. Ana Repac,1,,,2,Ana Repac|2010|Cop Side Event
Anastasia Theodorou,2011,SBI,2011_SBI,anastasia theodorou,2,Anastasia Theodorou,Ms.,Ms. Anastasia Theodorou,4,,FCCC_SBSTA_2011_2,2,Anastasia Theodorou|2011|SBI
Anastasia Theodorou,2011,SBSTA,2011_SBSTA,anastasia theodorou,2,Anastasia Theodorou,Ms.,Ms. Anastasia Theodorou,4,,FCCC_SBSTA_2011_2,2,Anastasia Theodorou|2011|SBSTA
Anathea Brooks,2007,Cop Side Event,2007_Cop Side Event,anathea brooks,1,Anathea Brooks,Ms.,Ms. Anathea Brooks,1,,,2,Anathea Brooks|2007|Cop Side Event
Anders Turesson,2004,SBI,2004_SBI,anders turesson,5,Anders Turesson,Mr.,Mr. Anders Turesson,8,,FCCC_SBSTA_2004_6,2,Anders Turesson|2004|SBI
Anders Turesson,2004,SBSTA,2004_SBSTA,anders turesson,5,Anders Turesson,Mr.,Mr. Anders Turesson,8,,FCCC_SBSTA_2004_6,2,Anders Turesson|2004|SBSTA
Anders Turesson,2005,SBI,2005_SBI,anders turesson,5,Anders Turesson,Mr.,Mr. Anders Turesson,8,,FCCC_SBSTA_2004_6,2,Anders Turesson|2005|SBI
Anders Turesson,2006,SBI,2006_SBI,anders turesson,5,Anders Turesson,Mr.,Mr. Anders Turesson,8,,FCCC_SBSTA_2004_6,2,Anders Turesson|2006|SBI
Andrea Bacher,2011,Cop Side Event,2011_Cop Side Event,andrea bacher,2,Andrea Bacher,Ms.,Ms. Andrea Bacher,4,,,2,Andrea Bacher|2011|Cop Side Event
Andrea Bacher,2012,Cop Side Event,2012_Cop Side Event,andrea bacher,2,Andrea Bacher,Ms.,Ms. Andrea Bacher,4,,,2,Andrea Bacher|2012|Cop Side Event
Andrea Johnson,2008,Cop Side Event,2008_Cop Side Event,andrea johnson,2,Andrea Johnson,Ms.,Ms. Andrea Johnson,5,,,2,Andrea Johnson|2008|Cop Side Event
Andrea Johnson,2009,Cop Side Event,2009_Cop Side Event,andrea johnson,2,Andrea Johnson,Ms.,Ms. Andrea Johnson,5,,,2,Andrea Johnson|2009|Cop Side Event
Andrea Pinna,2008,Cop Side Event,2008_Cop Side Event,andrea pinna,2,Andrea Pinna,Mr.,Mr. Andrea Pinna,8,,,2,Andrea Pinna|2008|Cop Side Event
Andrea Pinna,2009,Cop Side Event,2009_Cop Side Event,andrea pinna,2,Andrea Pinna,Mr.,Mr. Andrea Pinna,8,,,2,Andrea Pinna|2009|Cop Side Event
Andreas Andreopoulos,2009,Cop Side Event,2009_Cop Side Event,andreas andreopoulos,1,Andreas Andreopoulos,Mr.,Mr. Andreas Andreopoulos,1,,,2,Andreas Andreopoulos|2009|Cop Side Event
Andreas Chrysostomou,2009,Cop Side Event,2009_Cop Side Event,andreas chrysostomou,1,Andreas Chrysostomou,Mr.,Mr. Andreas Chrysostomou,4,,,2,Andreas Chrysostomou|2009|Cop Side Event
Andreas Fischlin,2013,SBSTA,2013_SBSTA,andreas fischlin,1,Andreas Fischlin,M.,M. Andreas Fischlin,2,,FCCC_SBSTA_2013_3,2,Andreas Fischlin|2013|SBSTA
Andreas Hardeman,2010,Cop Side Event,2010_Cop Side Event,andreas hardeman,1,Andreas Hardeman,Mr.,Mr. Andreas Hardeman,4,,,2,Andreas Hardeman|2010|Cop Side Event
Andreas Rechkemmer,2007,Cop Side Event,2007_Cop Side Event,andreas rechkemmer,1,Andreas Rechkemmer,Mr.,Mr. Andreas Rechkemmer,1,,,2,Andreas Rechkemmer|2007|Cop Side Event
Andreas Tuerk,2007,Cop Side Event,2007_Cop Side Event,andreas tuerk,4,Andreas Tuerk,Mr.,Mr. Andreas Tuerk,3,,,2,Andreas Tuerk|2007|Cop Side Event
Andreas Tuerk,2009,Cop Side Event,2009_Cop Side Event,andreas tuerk,4,Andreas Tuerk,Mr.,Mr. Andreas Tuerk,3,,,2,Andreas Tuerk|2009|Cop Side Event
Andreas Tuerk,2011,Cop Side Event,2011_Cop Side Event,andreas tuerk,4,Andreas Tuerk,Mr.,Mr. Andreas Tuerk,3,,,2,Andreas Tuerk|2011|Cop Side Event
Andreas Tuerk,2012,Cop Side Event,2012_Cop Side Event,andreas tuerk,4,Andreas Tuerk,Mr.,Mr. Andreas Tuerk,3,,,2,Andreas Tuerk|2012|Cop Side Event
Andreas Tveteraas,2012,Cop Side Event,2012_Cop Side Event,andreas tveteraas,1,Andreas Tveteraas,Mr.,Mr. Andreas Tveteraas,3,,,2,Andreas Tveteraas|2012|Cop Side Event
Andrei Marcu,2012,Cop Side Event,2012_Cop Side Event,andrei marcu,1,Andrei Marcu,Sr.,Sr. Andrei Marcu,1,,,2,Andrei Marcu|2012|Cop Side Event
Andrej Kranjc,1998,SBSTA,1998_SBSTA,andrej kranjc,8,Andrej Kranjc,Mr.,Mr. Andrej Kranjc,11,,FCCC_SBSTA_1999_14,2,Andrej Kranjc|1998|SBSTA
Andrej Kranjc,1999,SBSTA,1999_SBSTA,andrej kranjc,8,Andrej Kranjc,Mr.,Mr. Andrej Kranjc,11,,FCCC_SBSTA_1999_14,2,Andrej Kranjc|1999|SBSTA
Andrej Kranjc,2005,SBSTA,2005_SBSTA,andrej kranjc,8,Andrej Kranjc,Mr.,Mr. Andrej Kranjc,11,,FCCC_SBSTA_1999_14,2,Andrej Kranjc|2005|SBSTA
Andrej Kranjc,2008,Cop Side Event,2008_Cop Side Event,andrej kranjc,8,Andrej Kranjc,Mr.,Mr. Andrej Kranjc,11,,FCCC_SBSTA_1999_14,2,Andrej Kranjc|2008|Cop Side Event
Andrej Kranjc,2009,Officer of the COP,2009_Officer of the COP,andrej kranjc,8,Andrej Kranjc,Mr.,Mr. Andrej Kranjc,11,,FCCC_SBSTA_1999_14,2,Andrej Kranjc|2009|Officer of the COP
Andrej Kranjc,2010,Officer of the COP,2010_Officer of the COP,andrej kranjc,8,Andrej Kranjc,Mr.,Mr. Andrej Kranjc,11,,FCCC_SBSTA_1999_14,2,Andrej Kranjc|2010|Officer of the COP
Andrej Kranjc,2011,Officer of the COP,2011_Officer of the COP,andrej kranjc,8,Andrej Kranjc,Mr.,Mr. Andrej Kranjc,11,,FCCC_SBSTA_1999_14,2,Andrej Kranjc|2011|Officer of the COP
Andre Leu,2010,Cop Side Event,2010_Cop Side Event,andre leu,2,Andre Leu,Mr.,Mr. Andre Leu,4,,,2,Andre Leu|2010|Cop Side Event
Andre Leu,2012,Cop Side Event,2012_Cop Side Event,andre leu,2,Andre Leu,Mr.,Mr. Andre Leu,4,,,2,Andre Leu|2012|Cop Side Event
Andre Stochniol,2008,Cop Side Event,2008_Cop Side Event,andre stochniol,4,Andre Stochniol,Mr.,Mr. Andre Stochniol,5,,,2,Andre Stochniol|2008|Cop Side Event
Andre Stochniol,2009,Cop Side Event,2009_Cop Side Event,andre stochniol,4,Andre Stochniol,Mr.,Mr. Andre Stochniol,5,,,2,Andre Stochniol|2009|Cop Side Event
Andre Stochniol,2010,Cop Side Event,2010_Cop Side Event,andre stochniol,4,Andre Stochniol,Mr.,Mr. Andre Stochniol,5,,,2,Andre Stochniol|2010|Cop Side Event
Andre Stochniol,2012,Cop Side Event,2012_Cop Side Event,andre stochniol,4,Andre Stochniol,Mr.,Mr. Andre Stochniol,5,,,2,Andre Stochniol|2012|Cop Side Event
Andrew Higham,2008,Cop Side Event,2008_Cop Side Event,andrew higham,1,Andrew Higham,Mr.,Mr. Andrew Higham,1,,,2,Andrew Higham|2008|Cop Side Event
Andrew Mawejje,2010,Cop Side Event,2010_Cop Side Event,andrew mawejje,1,Andrew Mawejje,Mr.,Mr. Andrew Mawejje,2,,,2,Andrew Mawejje|2010|Cop Side Event
Andrew Mitchell,2009,Cop Side Event,2009_Cop Side Event,andrew mitchell,2,Andrew Mitchell,Mr.,Mr. Andrew Mitchell,2,,,2,Andrew Mitchell|2009|Cop Side Event
Andrew Mitchell,2012,Cop Side Event,2012_Cop Side Event,andrew mitchell,2,Andrew Mitchell,Mr.,Mr. Andrew Mitchell,2,,,2,Andrew Mitchell|2012|Cop Side Event
Andrew Pendleton,2008,Cop Side Event,2008_Cop Side Event,andrew pendleton,1,Andrew Pendleton,Mr.,Mr. Andrew Pendleton,4,,,2,Andrew Pendleton|2008|Cop Side Event
Andrew Shepherd,2007,IPCC,2007_IPCC,andrew shepherd,1,Andrew Shepherd,Mr.,Mr. Andrew Shepherd,1,,,2,Andrew Shepherd|2007|IPCC
Andrew Spahn,2004,Cop Side Event,2004_Cop Side Event,andrew spahn,1,Andrew SPAHN,Mr.,Mr. Andrew SPAHN,2,,,2,Andrew SPAHN|2004|Cop Side Event
Andrew Steer,2011,Cop Side Event,2011_Cop Side Event,andrew steer,2,Andrew Steer,Mr.,Mr. Andrew Steer,3,,,2,Andrew Steer|2011|Cop Side Event
Andrew Steer,2012,Cop Side Event,2012_Cop Side Event,andrew steer,2,Andrew Steer,Mr.,Mr. Andrew Steer,3,,,2,Andrew Steer|2012|Cop Side Event
Andrew Ure,2010,SBI,2010_SBI,andrew ure,4,Andrew Ure,Mr.,Mr. Andrew Ure,4,,FCCC_SBSTA_2010_13,2,Andrew Ure|2010|SBI
Andrew Ure,2010,SBSTA,2010_SBSTA,andrew ure,4,Andrew Ure,Mr.,Mr. Andrew Ure,4,,FCCC_SBSTA_2010_13,2,Andrew Ure|2010|SBSTA
Andrew Ure,2011,SBI,2011_SBI,andrew ure,4,Andrew Ure,Mr.,Mr. Andrew Ure,4,,FCCC_SBSTA_2010_13,2,Andrew Ure|2011|SBI
Andrey Laletin,2012,Cop Side Event,2012_Cop Side Event,andrey laletin,1,Andrey Laletin,Mr.,Mr. Andrey Laletin,7,,,2,Andrey Laletin|2012|Cop Side Event
Andrey Stetsenko,2010,Cop Side Event,2010_Cop Side Event,andrey stetsenko,1,Andrey Stetsenko,Mr.,Mr. Andrey Stetsenko,2,,,2,Andrey Stetsenko|2010|Cop Side Event
Andro Drecun,2012,Adaption Committee,2012_Adaption Committee,andro drecun,1,Andro Drecun,Mr.,Mr. Andro Drecun,1, Eastern Europe  ,,2,Andro Drecun|2012|Adaption Committee
Andrzej Blachowicz,2012,Cop Side Event,2012_Cop Side Event,andrzej blachowicz,1,Andrzej Blachowicz,Mr.,Mr. Andrzej Blachowicz,6,,,2,Andrzej Blachowicz|2012|Cop Side Event
Angela Almassy,2012,Cop Side Event,2012_Cop Side Event,angela almassy,1,Angela Almassy,Ms.,Ms. Angela Almassy,3,,,2,Angela Almassy|2012|Cop Side Event
Angela Andrade,2011,Cop Side Event,2011_Cop Side Event,angela andrade,1,Angela Andrade,Sra.,Sra. Angela Andrade,1,,,2,Angela Andrade|2011|Cop Side Event
Angel Hsu,2011,Cop Side Event,2011_Cop Side Event,angel hsu,2,Angel Hsu,Ms.,Ms. Angel Hsu,3,,,2,Angel Hsu|2011|Cop Side Event
Angel Hsu,2012,Cop Side Event,2012_Cop Side Event,angel hsu,2,Angel Hsu,Ms.,Ms. Angel Hsu,3,,,2,Angel Hsu|2012|Cop Side Event
Ang Li,2012,Consultative group of experts,2012_Consultative group of experts,ang li,6,Ang Li,Ms.,Ms. Ang Li,4,,FCCC_SBSTA_2013_3,2,Ang Li|2012|Consultative group of experts
Ang Li,2012,SBSTA,2012_SBSTA,ang li,6,Ang Li,Ms.,Ms. Ang Li,4,,FCCC_SBSTA_2013_3,2,Ang Li|2012|SBSTA
Ang Li,2013,Consultative group of experts,2013_Consultative group of experts,ang li,6,Ang Li,Ms.,Ms. Ang Li,4,,FCCC_SBSTA_2013_3,2,Ang Li|2013|Consultative group of experts
Ang Li,2013,SBSTA,2013_SBSTA,ang li,6,Ang Li,Ms.,Ms. Ang Li,4,,FCCC_SBSTA_2013_3,2,Ang Li|2013|SBSTA
Ania Grobicki,2012,Cop Side Event,2012_Cop Side Event,ania grobicki,1,Ania Grobicki,Ms.,Ms. Ania Grobicki,3,,,2,Ania Grobicki|2012|Cop Side Event
Anika Schroeder,2012,Cop Side Event,2012_Cop Side Event,anika schroeder,1,Anika Schroeder,Ms.,Ms. Anika Schroeder,6,,,2,Anika Schroeder|2012|Cop Side Event
Aniket Ghai,2009,Cop Side Event,2009_Cop Side Event,aniket ghai,1,Aniket Ghai,Mr.,Mr. Aniket Ghai,2,,,2,Aniket Ghai|2009|Cop Side Event
Anil Kumar,2013,IPCC,2013_IPCC,anil kumar,1,Anil Kumar,Mr.,Mr. Anil Kumar,1,,,2,Anil Kumar|2013|IPCC
Anja Kollmuss,2012,Cop Side Event,2012_Cop Side Event,anja kollmuss,1,Anja Kollmuss,Ms.,Ms. Anja Kollmuss,1,,,2,Anja Kollmuss|2012|Cop Side Event
Anjali Appadurai,2012,Cop Side Event,2012_Cop Side Event,anjali appadurai,1,Anjali Appadurai,Ms.,Ms. Anjali Appadurai,2,,,2,Anjali Appadurai|2012|Cop Side Event
Anja Wucke,2005,Cop Side Event,2005_Cop Side Event,anja wucke,3,Anja Wucke,Ms.,Ms. Anja Wucke,6,,,2,Anja Wucke|2005|Cop Side Event
Anja Wucke,2006,Cop Side Event,2006_Cop Side Event,anja wucke,3,Anja Wucke,Ms.,Ms. Anja Wucke,6,,,2,Anja Wucke|2006|Cop Side Event
Anja Wucke,2007,Cop Side Event,2007_Cop Side Event,anja wucke,3,Anja Wucke,Ms.,Ms. Anja Wucke,6,,,2,Anja Wucke|2007|Cop Side Event
Anke Herold,2007,SBI,2007_SBI,anke herold,12,Anke Herold,Ms.,Ms. Anke Herold,9,,FCCC_SBSTA_2013_3,2,Anke Herold|2007|SBI
Anke Herold,2007,SBSTA,2007_SBSTA,anke herold,12,Anke Herold,Ms.,Ms. Anke Herold,9,,FCCC_SBSTA_2013_3,2,Anke Herold|2007|SBSTA
Anke Herold,2008,SBSTA,2008_SBSTA,anke herold,12,Anke Herold,Ms.,Ms. Anke Herold,9,,FCCC_SBSTA_2013_3,2,Anke Herold|2008|SBSTA
Anke Herold,2009,SBI,2009_SBI,anke herold,12,Anke Herold,Ms.,Ms. Anke Herold,9,,FCCC_SBSTA_2013_3,2,Anke Herold|2009|SBI
Anke Herold,2009,SBSTA,2009_SBSTA,anke herold,12,Anke Herold,Ms.,Ms. Anke Herold,9,,FCCC_SBSTA_2013_3,2,Anke Herold|2009|SBSTA
Anke Herold,2010,SBI,2010_SBI,anke herold,12,Anke Herold,Ms.,Ms. Anke Herold,9,,FCCC_SBSTA_2013_3,2,Anke Herold|2010|SBI
Anke Herold,2012,Cop Side Event,2012_Cop Side Event,anke herold,12,Anke Herold,Ms.,Ms. Anke Herold,9,,FCCC_SBSTA_2013_3,2,Anke Herold|2012|Cop Side Event
Anke Herold,2012,SBSTA,2012_SBSTA,anke herold,12,Anke Herold,Ms.,Ms. Anke Herold,9,,FCCC_SBSTA_2013_3,2,Anke Herold|2012|SBSTA
Anke Herold,2013,SBSTA,2013_SBSTA,anke herold,12,Anke Herold,Ms.,Ms. Anke Herold,9,,FCCC_SBSTA_2013_3,2,Anke Herold|2013|SBSTA
Anna Leidreiter,2011,Cop Side Event,2011_Cop Side Event,anna leidreiter,2,Anna Leidreiter,Ms.,Ms. Anna Leidreiter,3,,,2,Anna Leidreiter|2011|Cop Side Event
Anna Leidreiter,2012,Cop Side Event,2012_Cop Side Event,anna leidreiter,2,Anna Leidreiter,Ms.,Ms. Anna Leidreiter,3,,,2,Anna Leidreiter|2012|Cop Side Event
Anna Lerner,2011,Cop Side Event,2011_Cop Side Event,anna lerner,1,Anna Lerner,Ms.,Ms. Anna Lerner,1,,,2,Anna Lerner|2011|Cop Side Event
Anna Lindstedt,2013,SBI,2013_SBI,anna lindstedt,1,Anna Lindstedt,Ms.,Ms. Anna Lindstedt,1,,FCCC-SBI-2013-20,2,Anna Lindstedt|2013|SBI
Ann Braudis,2011,Cop Side Event,2011_Cop Side Event,ann braudis,1,Ann Braudis,Ms.,Ms. Ann Braudis,3,,,2,Ann Braudis|2011|Cop Side Event
Anne Arquit Niederberger,2006,Cop Side Event,2006_Cop Side Event,anne arquit niederberger,2,Anne Arquit Niederberger,Ms.,Ms. Anne Arquit Niederberger,6,,,3,Anne Arquit Niederberger|2006|Cop Side Event
Anne Arquit Niederberger,2007,Cop Side Event,2007_Cop Side Event,anne arquit niederberger,2,Anne Arquit Niederberger,Ms.,Ms. Anne Arquit Niederberger,6,,,3,Anne Arquit Niederberger|2007|Cop Side Event
Anne Binsted,2011,Cop Side Event,2011_Cop Side Event,anne binsted,1,Anne Binsted,Ms.,Ms. Anne Binsted,2,,,2,Anne Binsted|2011|Cop Side Event
Anne Blondeel-oman,2005,Cop Side Event,2005_Cop Side Event,anne blondeel-oman,1,Anne Blondeel-Oman,Ms.,Ms. Anne Blondeel-Oman,2,,,2,Anne Blondeel-Oman|2005|Cop Side Event
Anne Charlotte Becker,2012,Consultative group of experts,2012_Consultative group of experts,anne charlotte becker,1,Anne Charlotte Becker,Ms.,Ms. Anne Charlotte Becker,1,,,3,Anne Charlotte Becker|2012|Consultative group of experts
Anne Devero,2010,Cop Side Event,2010_Cop Side Event,anne devero,1,Anne Devero,Ms.,Ms. Anne Devero,2,,,2,Anne Devero|2010|Cop Side Event
Annelisa Grigg,2007,Cop Side Event,2007_Cop Side Event,annelisa grigg,1,Annelisa Grigg,Ms.,Ms. Annelisa Grigg,2,,,2,Annelisa Grigg|2007|Cop Side Event
Anne-marie Wilson,2009,Cop Side Event,2009_Cop Side Event,anne-marie wilson,1,Anne-Marie Wilson,Ms.,Ms. Anne-Marie Wilson,2,,,2,Anne-Marie Wilson|2009|Cop Side Event
Anne Nyatichi Omambia,2013,Consultative group of experts,2013_Consultative group of experts,anne nyatichi omambia,1,Anne Nyatichi Omambia,Ms.,Ms. Anne Nyatichi Omambia,3,,,3,Anne Nyatichi Omambia|2013|Consultative group of experts
Anne Petermann,2010,Cop Side Event,2010_Cop Side Event,anne petermann,2,Anne Petermann,Ms.,Ms. Anne Petermann,8,,,2,Anne Petermann|2010|Cop Side Event
Anne Petermann,2011,Cop Side Event,2011_Cop Side Event,anne petermann,2,Anne Petermann,Ms.,Ms. Anne Petermann,8,,,2,Anne Petermann|2011|Cop Side Event
